sdf_number,annalog,protonated,isomers,docking_energy
139,C1[C@]2(Nc3n(Cc4ccccc4)nnn3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,c1ccc(Cn2[nH]nnc2=N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,c1ccc(Cn2[nH]nn/c2=N/[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,-9.921
140,C[C@H]1[C@]2(Nc3nn(-c4ccccc4)c(-c4ccccc4)n3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(Nc1nc(-c2ccccc2)n(-c2ccccc2)n1)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(Nc1nc(-c2ccccc2)n(-c2ccccc2)n1)C3,-11.845
141,C[C@H]1[C@]2(Nc3nn(-c4ccccc4)c(-c4ccccc4)n3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(N=c1nc(-c2ccccc2)n(-c2ccccc2)[nH]1)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(/N=c1\nc(-c2ccccc2)n(-c2ccccc2)[nH]1)C3,-11.808
142,C[C@H]1[C@]2(Nc3nn(-c4ccccc4)c(-c4ccccc4)n3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(N=c1nc(-c2ccccc2)n(-c2ccccc2)[nH]1)C3,C[C@@H]1[C@@H]2C[C@H]3C[C@@H](C2)C[C@]1(/N=c1/nc(-c2ccccc2)n(-c2ccccc2)[nH]1)C3,-12.329
143,C1[C@]2(Nc3nn(Cc4ccccc4)c(S(Cc4ccccc4)(=O)=O)n3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,O=S(=O)(Cc1ccccc1)c1nc(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1Cc1ccccc1,O=S(=O)(Cc1ccccc1)c1nc(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1Cc1ccccc1,-12.154
144,C1[C@]2(Nc3nn(Cc4ccccc4)c(S(Cc4ccccc4)(=O)=O)n3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,O=S(=O)(Cc1ccccc1)c1nc(=N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]n1Cc1ccccc1,O=S(=O)(Cc1ccccc1)c1n/c(=N\[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]n1Cc1ccccc1,-12.766
145,C1[C@]2(Nc3nn(Cc4ccccc4)c(S(Cc4ccccc4)(=O)=O)n3)C[C@@H]3C[C@H]1C[C@@H](C3)C2,O=S(=O)(Cc1ccccc1)c1nc(=N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]n1Cc1ccccc1,O=S(=O)(Cc1ccccc1)c1n/c(=N/[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[nH]n1Cc1ccccc1,-11.758
146,n1[nH]c(-c2ccccc2)nc1N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,c1ccc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)n[nH]2)cc1,c1ccc(-c2nc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)n[nH]2)cc1,-9.849
147,n1[nH]c(-c2ccccc2)nc1N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,c1ccc(-c2nnc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]2)cc1,c1ccc(-c2nnc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]2)cc1,-9.61
148,n1[nH]c(-c2ccccc2)nc1N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,c1ccc(-c2nc(=N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH][nH]2)cc1,c1ccc(-c2n/c(=N/[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH][nH]2)cc1,-10.309
149,n1[nH]c(-c2ccccc2)nc1N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,c1ccc(-c2nc(=N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH][nH]2)cc1,c1ccc(-c2n/c(=N\[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH][nH]2)cc1,-10.154
150,n1[nH]c(-c2ccccc2)nc1N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,c1ccc(-c2n[nH]c(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)n2)cc1,c1ccc(-c2n[nH]c(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)n2)cc1,-9.489
151,n1[nH]c(-c2ccccc2)nc1N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,c1ccc(-c2n[nH]c(=N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]2)cc1,c1ccc(-c2n[nH]/c(=N\[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]2)cc1,-10.407
152,n1[nH]c(-c2ccccc2)nc1N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,c1ccc(-c2n[nH]c(=N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]2)cc1,c1ccc(-c2n[nH]/c(=N/[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]2)cc1,-10.122
153,n1n(C)c(C#N)nc1N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,Cn1nc(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1C#N,Cn1nc(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1C#N,-8.379
154,n1n(C)c(C#N)nc1N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,Cn1[nH]c(=N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1C#N,Cn1[nH]/c(=N/[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1C#N,-8.24
155,n1n(C)c(C#N)nc1N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,Cn1[nH]c(=N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1C#N,Cn1[nH]/c(=N\[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nc1C#N,-9.245
156,n1n(-c2ccncc2)c(-c2ccccc2)cc1N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,c1ccc(-c2cc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2-c2ccncc2)cc1,c1ccc(-c2cc(N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2-c2ccncc2)cc1,-11.069
157,n1n(-c2ccncc2)c(-c2ccccc2)cc1N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,c1ccc(-c2cc(=N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2-c2ccncc2)cc1,c1ccc(-c2c/c(=N\[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2-c2ccncc2)cc1,-10.892
158,n1n(-c2ccncc2)c(-c2ccccc2)cc1N[C@]12C[C@@H]3C[C@H](C1)C[C@H](C2)C3,c1ccc(-c2cc(=N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2-c2ccncc2)cc1,c1ccc(-c2c/c(=N/[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)[nH]n2-c2ccncc2)cc1,-11.467
