sdf_number,annalog,protonated,isomers
152,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c([nH]c3=O)CC[NH+](C)C4)=C21,C[C@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@H](CO)[C@@H](C3)C2)N1C[C@H]2CC(c3cc4c([nH]c3=O)CC[N@H+](C)C4)=C21
153,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c([nH]c3=O)CC[NH+](C)C4)=C21,C[C@@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@H](CO)[C@@H](C3)C2)N1C[C@H]2CC(c3cc4c([nH]c3=O)CC[N@H+](C)C4)=C21
154,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c([nH]c3=O)CC[NH+](C)C4)=C21,C[C@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@@H](CO)[C@@H](C3)C2)N1C[C@H]2CC(c3cc4c([nH]c3=O)CC[N@H+](C)C4)=C21
155,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c([nH]c3=O)CC[NH+](C)C4)=C21,C[C@@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@@H](CO)[C@@H](C3)C2)N1C[C@H]2CC(c3cc4c([nH]c3=O)CC[N@H+](C)C4)=C21
156,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c([nH]c3=O)CC[NH+](C)C4)=C21,C[C@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@H](CO)[C@@H](C3)C2)N1C[C@@H]2CC(c3cc4c([nH]c3=O)CC[N@@H+](C)C4)=C21
157,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c([nH]c3=O)CC[NH+](C)C4)=C21,C[C@@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@H](CO)[C@@H](C3)C2)N1C[C@@H]2CC(c3cc4c([nH]c3=O)CC[N@@H+](C)C4)=C21
158,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c([nH]c3=O)CC[NH+](C)C4)=C21,C[C@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@@H](CO)[C@@H](C3)C2)N1C[C@@H]2CC(c3cc4c([nH]c3=O)CC[N@@H+](C)C4)=C21
159,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c([nH]c3=O)CC[NH+](C)C4)=C21,C[C@@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@@H](CO)[C@@H](C3)C2)N1C[C@@H]2CC(c3cc4c([nH]c3=O)CC[N@@H+](C)C4)=C21
160,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c([nH]c3=O)CC[NH+](C)C4)=C21,C[C@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@H](CO)[C@@H](C3)C2)N1C[C@H]2CC(c3cc4c([nH]c3=O)CC[N@@H+](C)C4)=C21
161,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c([nH]c3=O)CC[NH+](C)C4)=C21,C[C@@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@H](CO)[C@@H](C3)C2)N1C[C@H]2CC(c3cc4c([nH]c3=O)CC[N@@H+](C)C4)=C21
162,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c([nH]c3=O)CC[NH+](C)C4)=C21,C[C@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@@H](CO)[C@@H](C3)C2)N1C[C@H]2CC(c3cc4c([nH]c3=O)CC[N@@H+](C)C4)=C21
163,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c([nH]c3=O)CC[NH+](C)C4)=C21,C[C@@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@@H](CO)[C@@H](C3)C2)N1C[C@H]2CC(c3cc4c([nH]c3=O)CC[N@@H+](C)C4)=C21
164,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c(nc3O)CC[NH+](C)C4)=C21,C[C@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@H](CO)[C@@H](C3)C2)N1C[C@@H]2CC(c3cc4c(nc3O)CC[N@H+](C)C4)=C21
165,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c(nc3O)CC[NH+](C)C4)=C21,C[C@@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@H](CO)[C@@H](C3)C2)N1C[C@@H]2CC(c3cc4c(nc3O)CC[N@H+](C)C4)=C21
166,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c(nc3O)CC[NH+](C)C4)=C21,C[C@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@@H](CO)[C@@H](C3)C2)N1C[C@@H]2CC(c3cc4c(nc3O)CC[N@H+](C)C4)=C21
167,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c(nc3O)CC[NH+](C)C4)=C21,C[C@@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@@H](CO)[C@@H](C3)C2)N1C[C@@H]2CC(c3cc4c(nc3O)CC[N@H+](C)C4)=C21
168,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c(nc3O)CC[NH+](C)C4)=C21,C[C@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@H](CO)[C@@H](C3)C2)N1C[C@H]2CC(c3cc4c(nc3O)CC[N@H+](C)C4)=C21
169,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c(nc3O)CC[NH+](C)C4)=C21,C[C@@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@H](CO)[C@@H](C3)C2)N1C[C@H]2CC(c3cc4c(nc3O)CC[N@H+](C)C4)=C21
170,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c(nc3O)CC[NH+](C)C4)=C21,C[C@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@@H](CO)[C@@H](C3)C2)N1C[C@H]2CC(c3cc4c(nc3O)CC[N@H+](C)C4)=C21
171,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c(nc3O)CC[NH+](C)C4)=C21,C[C@@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@@H](CO)[C@@H](C3)C2)N1C[C@H]2CC(c3cc4c(nc3O)CC[N@H+](C)C4)=C21
172,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c(nc3O)CC[NH+](C)C4)=C21,C[C@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@H](CO)[C@@H](C3)C2)N1C[C@@H]2CC(c3cc4c(nc3O)CC[N@@H+](C)C4)=C21
173,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c(nc3O)CC[NH+](C)C4)=C21,C[C@@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@H](CO)[C@@H](C3)C2)N1C[C@@H]2CC(c3cc4c(nc3O)CC[N@@H+](C)C4)=C21
174,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c(nc3O)CC[NH+](C)C4)=C21,C[C@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@@H](CO)[C@@H](C3)C2)N1C[C@@H]2CC(c3cc4c(nc3O)CC[N@@H+](C)C4)=C21
175,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c(nc3O)CC[NH+](C)C4)=C21,C[C@@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@@H](CO)[C@@H](C3)C2)N1C[C@@H]2CC(c3cc4c(nc3O)CC[N@@H+](C)C4)=C21
176,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c(nc3O)CC[NH+](C)C4)=C21,C[C@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@H](CO)[C@@H](C3)C2)N1C[C@H]2CC(c3cc4c(nc3O)CC[N@@H+](C)C4)=C21
177,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c(nc3O)CC[NH+](C)C4)=C21,C[C@@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@H](CO)[C@@H](C3)C2)N1C[C@H]2CC(c3cc4c(nc3O)CC[N@@H+](C)C4)=C21
178,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c(nc3O)CC[NH+](C)C4)=C21,C[C@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@@H](CO)[C@@H](C3)C2)N1C[C@H]2CC(c3cc4c(nc3O)CC[N@@H+](C)C4)=C21
179,C1[C@H]2C[C@H]3C[C@]1(CCC(N1CC4CC(c5cc6c([nH]c5=O)CCN(C)C6)=C41)C)C[C@H](C3CO)C2,CC(CC[C@]12C[C@@H]3C[C@H](C1)C(CO)[C@@H](C3)C2)N1CC2CC(c3cc4c(nc3O)CC[NH+](C)C4)=C21,C[C@@H](CC[C@]12C[C@@H]3C[C@H](C1)[C@@H](CO)[C@@H](C3)C2)N1C[C@H]2CC(c3cc4c(nc3O)CC[N@@H+](C)C4)=C21
180,c1ccccc1-c1nc2ccc(N(C)[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5=O)C4)cc2[nH]1,CN(c1ccc2nc(-c3ccccc3)[nH]c2c1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2,CN(c1ccc2nc(-c3ccccc3)[nH]c2c1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2
181,c1ccccc1-c1nc2ccc(N(C)[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5=O)C4)cc2[nH]1,CN(c1ccc2[nH]c(-c3ccccc3)nc2c1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2,CN(c1ccc2[nH]c(-c3ccccc3)nc2c1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2
182,c1ccccc1-c1nc2ccc(N(C)[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5=O)C4)cc2[nH]1,CN(c1ccc2[nH+]c(-c3ccccc3)[nH]c2c1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2,CN(c1ccc2[nH+]c(-c3ccccc3)[nH]c2c1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2
183,c1cncc(Cl)c1-c1nc2ccc(N(C)[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5=O)C4)[nH]c-2c1,CN(c1ccc2nc(-c3ccncc3Cl)cc-2[nH]1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2,CN(c1ccc2nc(-c3ccncc3Cl)cc-2[nH]1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2
184,c1cncc(Cl)c1-c1nc2ccc(N(C)[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5=O)C4)[nH]c-2c1,CN(c1ccc2[nH]c(-c3ccncc3Cl)cc2n1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2,CN(c1ccc2[nH]c(-c3ccncc3Cl)cc2n1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2
185,c1ccc(OC)cc1-c1nc2ccc(N(C)[C@]34C[C@H]5C[C@H](C[C@@H](C3O)C5=O)C4)[nH]c-2c1,COc1cccc(-c2cc3[nH]c(N(C)[C@]45C[C@@H]6C[C@H](C4)C(=O)[C@@H](C6)C5O)ccc-3n2)c1,COc1cccc(-c2cc3[nH]c(N(C)[C@]45C[C@@H]6C[C@H](C4)C(=O)[C@@H](C6)[C@@H]5O)ccc-3n2)c1
186,c1ccc(OC)cc1-c1nc2ccc(N(C)[C@]34C[C@H]5C[C@H](C[C@@H](C3O)C5=O)C4)[nH]c-2c1,COc1cccc(-c2cc3[nH]c(N(C)[C@]45C[C@@H]6C[C@H](C4)C(=O)[C@@H](C6)C5O)ccc-3n2)c1,COc1cccc(-c2cc3[nH]c(N(C)[C@]45C[C@@H]6C[C@H](C4)C(=O)[C@@H](C6)[C@H]5O)ccc-3n2)c1
187,c1ccc(OC)cc1-c1nc2ccc(N(C)[C@]34C[C@H]5C[C@H](C[C@@H](C3O)C5=O)C4)[nH]c-2c1,COc1cccc(-c2cc3nc(N(C)[C@]45C[C@@H]6C[C@H](C4)C(=O)[C@@H](C6)C5O)ccc3[nH]2)c1,COc1cccc(-c2cc3nc(N(C)[C@]45C[C@@H]6C[C@H](C4)C(=O)[C@@H](C6)[C@@H]5O)ccc3[nH]2)c1
188,c1ccc(OC)cc1-c1nc2ccc(N(C)[C@]34C[C@H]5C[C@H](C[C@@H](C3O)C5=O)C4)[nH]c-2c1,COc1cccc(-c2cc3nc(N(C)[C@]45C[C@@H]6C[C@H](C4)C(=O)[C@@H](C6)C5O)ccc3[nH]2)c1,COc1cccc(-c2cc3nc(N(C)[C@]45C[C@@H]6C[C@H](C4)C(=O)[C@@H](C6)[C@H]5O)ccc3[nH]2)c1
189,c1ccc2nn[nH]c2c1-c1nc2ccc(N[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5=O)C4)[nH]c-2c1,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4nc(-c5cccc6nn[nH]c56)cc-4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4nc(-c5cccc6nn[nH]c56)cc-4[nH]1)(C3)C2
190,c1ccc2nn[nH]c2c1-c1nc2ccc(N[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5=O)C4)[nH]c-2c1,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4nc(-c5cccc6[nH]nnc56)cc-4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4nc(-c5cccc6[nH]nnc56)cc-4[nH]1)(C3)C2
191,c1ccc2nn[nH]c2c1-c1nc2ccc(N[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5=O)C4)[nH]c-2c1,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4[nH]c(-c5cccc6nn[nH]c56)cc4n1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4[nH]c(-c5cccc6nn[nH]c56)cc4n1)(C3)C2
192,c1ccc2nn[nH]c2c1-c1nc2ccc(N[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5=O)C4)[nH]c-2c1,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4nc(-c5cccc6n[nH]nc56)cc-4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4nc(-c5cccc6n[nH]nc56)cc-4[nH]1)(C3)C2
193,c1ccc2nn[nH]c2c1-c1nc2ccc(N[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5=O)C4)[nH]c-2c1,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4[nH]c(-c5cccc6[nH]nnc56)cc4n1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4[nH]c(-c5cccc6[nH]nnc56)cc4n1)(C3)C2
194,c1ccc2nn[nH]c2c1-c1nc2ccc(N[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5=O)C4)[nH]c-2c1,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](N=c1ccc4[nH]c(-c5cccc6nn[nH]c56)cc4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](/N=c1\ccc4[nH]c(-c5cccc6nn[nH]c56)cc4[nH]1)(C3)C2
195,c1ccc2nn[nH]c2c1-c1nc2ccc(N[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5=O)C4)[nH]c-2c1,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](N=c1ccc4[nH]c(-c5cccc6nn[nH]c56)cc4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](/N=c1/ccc4[nH]c(-c5cccc6nn[nH]c56)cc4[nH]1)(C3)C2
196,c1ccc2nn[nH]c2c1-c1nc2ccc(N[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5=O)C4)[nH]c-2c1,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4[nH]c(-c5cccc6n[nH]nc56)cc4n1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](Nc1ccc4[nH]c(-c5cccc6n[nH]nc56)cc4n1)(C3)C2
197,CC(C)(C)Cc1nc2ccc(N(CC)[C@]34C[C@H]5C[C@H](C[C@@H](C3)C5=O)C4)nc2cc1,CCN(c1ccc2nc(CC(C)(C)C)ccc2n1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2,CCN(c1ccc2nc(CC(C)(C)C)ccc2n1)[C@]12C[C@@H]3C[C@H](C1)C(=O)[C@@H](C3)C2
198,c1ccccc1-c1[nH]c2ccc(N(C(C)C)C(OC(C)=O)=O)nc2c1,CC(=O)OC(=O)N(c1ccc2[nH]c(-c3ccccc3)cc2n1)C(C)C,CC(=O)OC(=O)N(c1ccc2[nH]c(-c3ccccc3)cc2n1)C(C)C
199,c1ccccc1-c1[nH]c2ccc(N(C(C)C)C(OC(C)=O)=O)nc2c1,CC(=O)OC(=O)N(c1ccc2nc(-c3ccccc3)cc-2[nH]1)C(C)C,CC(=O)OC(=O)N(c1ccc2nc(-c3ccccc3)cc-2[nH]1)C(C)C
200,c1ccccc1-c1nc2ccc(S(=O)(=O)Nc3ccc(N(C)C)c(C#C)c3)[nH]c-2c1,C#Cc1cc(NS(=O)(=O)c2ccc3nc(-c4ccccc4)cc-3[nH]2)ccc1N(C)C,C#Cc1cc(NS(=O)(=O)c2ccc3nc(-c4ccccc4)cc-3[nH]2)ccc1N(C)C
201,c1ccccc1-c1nc2ccc(S(=O)(=O)Nc3ccc(N(C)C)c(C#C)c3)[nH]c-2c1,C#Cc1cc(NS(=O)(=O)c2ccc3[nH]c(-c4ccccc4)cc3n2)ccc1N(C)C,C#Cc1cc(NS(=O)(=O)c2ccc3[nH]c(-c4ccccc4)cc3n2)ccc1N(C)C
202,c1cccc(-c2nc3ccc(N(c4cnccc4)C)[nH]c-3c2)c1,CN(c1cccnc1)c1ccc2nc(-c3ccccc3)cc-2[nH]1,CN(c1cccnc1)c1ccc2nc(-c3ccccc3)cc-2[nH]1
203,c1cccc(-c2nc3ccc(N(c4cnccc4)C)[nH]c-3c2)c1,CN(c1cccnc1)c1ccc2[nH]c(-c3ccccc3)cc2n1,CN(c1cccnc1)c1ccc2[nH]c(-c3ccccc3)cc2n1
204,c1cccc(-c2nc3ccc(N4CCC(O)CC4)[nH]c-3c2)n1,OC1CCN(c2ccc3nc(-c4ccccn4)cc-3[nH]2)CC1,OC1CCN(c2ccc3nc(-c4ccccn4)cc-3[nH]2)CC1
205,c1cccc(-c2nc3ccc(N4CCC(O)CC4)[nH]c-3c2)n1,OC1CCN(c2ccc3[nH]c(-c4ccccn4)cc3n2)CC1,OC1CCN(c2ccc3[nH]c(-c4ccccn4)cc3n2)CC1
206,c1cccc(-c2nc3ccc(N(C4CNCCC4)C4CCCC4)[nH]c-3c2)c1,c1ccc(-c2cc3[nH]c(N(C4CCCC4)C4CCC[NH2+]C4)ccc-3n2)cc1,c1ccc(-c2cc3[nH]c(N(C4CCCC4)[C@@H]4CCC[NH2+]C4)ccc-3n2)cc1
207,c1cccc(-c2nc3ccc(N(C4CNCCC4)C4CCCC4)[nH]c-3c2)c1,c1ccc(-c2cc3[nH]c(N(C4CCCC4)C4CCC[NH2+]C4)ccc-3n2)cc1,c1ccc(-c2cc3[nH]c(N(C4CCCC4)[C@H]4CCC[NH2+]C4)ccc-3n2)cc1
208,c1cccc(-c2nc3ccc(N(C4CNCCC4)C4CCCC4)[nH]c-3c2)c1,c1ccc(-c2cc3nc(N(C4CCCC4)C4CCC[NH2+]C4)ccc3[nH]2)cc1,c1ccc(-c2cc3nc(N(C4CCCC4)[C@@H]4CCC[NH2+]C4)ccc3[nH]2)cc1
209,c1cccc(-c2nc3ccc(N(C4CNCCC4)C4CCCC4)[nH]c-3c2)c1,c1ccc(-c2cc3nc(N(C4CCCC4)C4CCC[NH2+]C4)ccc3[nH]2)cc1,c1ccc(-c2cc3nc(N(C4CCCC4)[C@H]4CCC[NH2+]C4)ccc3[nH]2)cc1
210,Fc1ccc(-c2nc3ccc(N(C45CC6CC(C(=O)[C@@H](C6)C4)C5)F)[nH]c-3c2)cc1,O=C1C2CC3C[C@H]1CC(N(F)c1ccc4nc(-c5ccc(F)cc5)cc-4[nH]1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](N(F)c1ccc4nc(-c5ccc(F)cc5)cc-4[nH]1)(C3)C2
211,Fc1ccc(-c2nc3ccc(N(C45CC6CC(C(=O)[C@@H](C6)C4)C5)F)[nH]c-3c2)cc1,O=C1C2CC3C[C@H]1CC(N(F)c1ccc4[nH]c(-c5ccc(F)cc5)cc4n1)(C3)C2,O=C1[C@@H]2C[C@@H]3C[C@H]1C[C@@](N(F)c1ccc4[nH]c(-c5ccc(F)cc5)cc4n1)(C3)C2
212,c1cc(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)cc(-c2occn2)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccc(-c2ncco2)c1,O=C(N[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2)c1cccc(-c2ncco2)c1
213,c1cc(N)cc(-c2snc(CCCCC)n2)c1,CCCCCc1nsc(-c2cccc(N)c2)n1,CCCCCc1nsc(-c2cccc(N)c2)n1
214,c1cc(C(N[C@]23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)=O)cc(-c2noc(C[C@@H](C)CO)n2)c1,C[C@@H](CO)Cc1nc(-c2cccc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c2)no1,C[C@@H](CO)Cc1nc(-c2cccc(C(=O)N[C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)c2)no1
215,c1(C(OC)=O)ccc(-c2snc(CCC)n2)cc1,CCCc1nsc(-c2ccc(C(=O)OC)cc2)n1,CCCc1nsc(-c2ccc(C(=O)OC)cc2)n1
